age;gender;maritalStatus;education;employmentStatus;occupationSector;dependents;homeOwnership;hasMortgage;annualIncome;loanType;purpose;loanAmount;termMonths;interestRate;ltv;dti;previousLoansCount;previousDefaultsCount;target_PD;default
31;Hombre;Divorciado;Posgrado;Temporal;Otros;0;Propia_Hipoteca;Si;6258.14;Consumo;Otros;3666.37;11;0.1247;0.0;0.6797;1;1;0.168937;1
33;Hombre;Casado;Bachillerato;Indefinido;Otros;3;Propia_Hipoteca;Si;29647.95;Personal;Educacion;41688.91;37;0.1166;0.0;0.5451;4;0;0.003493;0
46;Hombre;Casado;Grado;Funcionario;Educacion;2;Cedida;No;27212.65;Auto;Compra_Vehiculo;19056.41;75;0.0584;0.0;0.134;10;0;0.000753;0
57;Mujer;Soltero;Posgrado;Indefinido;Sector Publico;0;Propia_Pagada;No;44636.79;Personal;Otros;80000.0;33;0.0777;0.0;0.726;10;0;0.006184;0
52;Hombre;Divorciado;Formacion Profesional;Funcionario;Sector Publico;0;Alquiler;No;47602.9;Personal;Educacion;14324.32;59;0.1248;0.0;0.0822;8;0;0.000347;0
26;Hombre;Soltero;Grado;Temporal;Construccion;0;Alquiler;Si;23727.89;Hipotecario;Reforma_Vivienda;80000.0;196;0.0204;0.6777;0.2428;0;0;0.005245;0
58;Mujer;Divorciado;Secundaria;Indefinido;Otros;0;Propia_Pagada;No;21319.08;Personal;Viajes;25046.57;33;0.077;0.0;0.4754;4;0;0.004552;0
54;Mujer;Casado;Bachillerato;Temporal;Tecnologia;1;Alquiler;No;90707.36;Consumo;Electrodomesticos;30000.0;18;0.1127;0.0;0.2407;9;1;0.008234;0
47;Mujer;Casado;Formacion Profesional;Desempleado;Otros;1;Propia_Hipoteca;Si;7860.79;Consumo;Otros;4410.38;13;0.1443;0.0;0.5625;5;0;0.098088;1
28;Mujer;Casado;Grado;Temporal;Sector Publico;1;Cedida;No;207765.94;Hipotecario;Compra_Vivienda;500000.0;320;0.0217;0.4578;0.1189;4;0;0.002168;0
31;Hombre;Divorciado;Posgrado;Autonomo;Ventas;2;Cedida;No;80384.38;Personal;Reforma_Hogar;80000.0;15;0.1248;0.0;0.864;2;0;0.006956;0
32;Hombre;Casado;Posgrado;Temporal;Construccion;0;Propia_Hipoteca;Si;16446.71;Hipotecario;Reforma_Vivienda;80000.0;211;0.0398;1.1128;0.3851;2;0;0.00634;0
35;Hombre;Casado;Bachillerato;Indefinido;Agropecuario;4;Alquiler;No;13823.51;Auto;Compra_Vehiculo;16163.5;36;0.0558;0.0;0.4242;4;0;0.003039;0
44;Mujer;Casado;Secundaria;Indefinido;Agropecuario;3;Alquiler;No;28841.04;Auto;Compra_Vehiculo;9734.83;75;0.0468;0.0;0.0624;2;1;0.014777;0
18;Mujer;Soltero;Bachillerato;Temporal;Tecnologia;0;Propia_Hipoteca;Si;28732.11;Personal;Viajes;56997.06;40;0.1472;0.0;0.7566;0;1;0.251962;1
26;Mujer;Soltero;Formacion Profesional;Funcionario;Sector Publico;0;Cedida;No;31883.12;Auto;Compra_Vehiculo;29599.77;72;0.0574;0.0;0.1833;4;0;0.001105;0
39;Hombre;Soltero;Formacion Profesional;Autonomo;Tecnologia;2;Propia_Pagada;No;18594.34;Hipotecario;Reforma_Vivienda;80000.0;322;0.0384;0.9858;0.257;2;0;0.006058;0
53;Mujer;Casado;Grado;Indefinido;Hosteleria;3;Cedida;No;21424.04;Auto;Compra_Vehiculo;11483.82;69;0.0537;0.0;0.1086;0;1;0.016149;0
38;Mujer;Soltero;Posgrado;Indefinido;Sector Publico;2;Propia_Pagada;No;84763.98;Consumo;Otros;22352.11;22;0.143;0.0;0.1644;0;0;0.000621;0
44;Hombre;Soltero;Primaria;Temporal;Otros;3;Propia_Hipoteca;Si;16169.1;Personal;Educacion;15040.46;51;0.1479;0.0;0.2961;8;0;0.003631;0
55;Hombre;Divorciado;Posgrado;Autonomo;Hosteleria;1;Cedida;No;128028.37;Auto;Compra_Vehiculo;60000.0;58;0.0756;0.0;0.1161;4;0;0.000827;0
32;Mujer;Casado;Sin Estudios;Indefinido;Sector Publico;3;Propia_Pagada;No;10589.33;Consumo;Viajes;2287.79;15;0.0684;0.0;0.1808;2;0;0.001958;0
29;Mujer;Soltero;Formacion Profesional;Temporal;Hosteleria;0;Alquiler;Si;8955.31;Auto;Compra_Vehiculo;7522.12;72;0.0434;0.0;0.1593;1;0;0.005924;0
28;Hombre;Soltero;Formacion Profesional;Indefinido;Tecnologia;0;Cedida;Si;49916.26;Personal;Otros;17846.89;25;0.1058;0.0;0.192;2;0;0.000601;0
38;Mujer;Divorciado;Secundaria;Indefinido;Construccion;2;Alquiler;Si;11294.57;Personal;Consolidacion_Deuda;3951.2;18;0.0887;0.0;0.2499;5;0;0.002218;0
34;Mujer;Casado;Bachillerato;Temporal;Otros;2;Propia_Pagada;No;13903.72;Personal;Reforma_Hogar;23016.96;30;0.1405;0.0;0.7891;3;0;0.020454;0
61;Hombre;Casado;Grado;Indefinido;Construccion;0;Alquiler;No;42210.24;Hipotecario;Compra_Vivienda;207024.87;316;0.0186;1.1673;0.2357;0;1;0.038342;0
44;Mujer;Casado;Grado;Indefinido;Otros;0;Alquiler;No;12600.84;Personal;Otros;15215.98;48;0.1219;0.0;0.383;1;0;0.001275;0
50;Mujer;Soltero;Secundaria;Indefinido;Salud;0;Cedida;No;20518.81;Consumo;Otros;5187.69;7;0.0723;0.0;0.4439;0;0;0.003457;0
31;Hombre;Casado;Grado;Autonomo;Otros;1;Cedida;No;7042.81;Consumo;Viajes;5110.41;22;0.0738;0.0;0.4244;1;0;0.00617;0
41;Mujer;Soltero;Formacion Profesional;Desempleado;Tecnologia;1;Propia_Hipoteca;Si;6796.69;Consumo;Otros;4434.62;10;0.0647;0.0;0.8064;0;1;0.703291;1
38;Hombre;Soltero;Grado;Temporal;Tecnologia;2;Alquiler;No;55439.25;Hipotecario;Reforma_Vivienda;322346.24;292;0.0159;0.7916;0.2884;0;0;0.003333;0
44;Mujer;Viudo;Grado;Indefinido;Agropecuario;1;Cedida;Si;11895.48;Consumo;Electrodomesticos;9211.25;11;0.0706;0.0;0.8748;2;0;0.010563;0
46;Hombre;Casado;Secundaria;Indefinido;Educacion;2;Alquiler;No;70325.95;Personal;Salud;50743.45;14;0.1126;0.0;0.6629;2;0;0.005653;0
37;Hombre;Viudo;Secundaria;Autonomo;Ventas;2;Propia_Pagada;No;7154.49;Auto;Compra_Vehiculo;10294.94;65;0.0542;0.0;0.3072;0;0;0.003545;0
39;Hombre;Casado;Grado;Autonomo;Sector Publico;0;Alquiler;No;101444.52;Consumo;Otros;30000.0;12;0.0786;0.0;0.3085;4;2;0.010114;0
55;Mujer;Viudo;Bachillerato;Funcionario;Sector Publico;1;Propia_Hipoteca;Si;26042.45;Hipotecario;Reforma_Vivienda;138828.91;187;0.0235;0.6705;0.4089;2;0;0.001316;0
31;Mujer;Casado;Posgrado;Funcionario;Sector Publico;3;Propia_Hipoteca;Si;11607.18;Consumo;Otros;1356.58;22;0.0802;0.0;0.0688;4;0;0.000698;0
50;Mujer;Divorciado;Formacion Profesional;Indefinido;Tecnologia;1;Propia_Hipoteca;Si;35567.86;Hipotecario;Compra_Vivienda;198347.91;327;0.0157;0.5085;0.2518;7;0;0.001774;0
45;Hombre;Soltero;Posgrado;Autonomo;Educacion;1;Propia_Pagada;No;23877.16;Personal;Salud;8933.54;28;0.0863;0.0;0.1776;3;0;0.003644;0
50;Hombre;Divorciado;Formacion Profesional;Desempleado;Construccion;3;Propia_Pagada;No;6208.96;Consumo;Otros;3300.49;22;0.0759;0.0;0.3115;6;0;0.047786;0
38;Hombre;Divorciado;Secundaria;Indefinido;Salud;2;Alquiler;No;19152.8;Auto;Compra_Vehiculo;6039.33;82;0.0734;0.0;0.0588;0;0;0.002462;0
54;Hombre;Casado;Grado;Indefinido;Ventas;1;Propia_Hipoteca;Si;31812.06;Consumo;Viajes;18557.35;7;0.1215;0.0;0.95;2;0;0.010789;0
34;Hombre;Casado;Primaria;Temporal;Tecnologia;3;Alquiler;No;10796.79;Personal;Otros;6697.65;21;0.105;0.0;0.3896;0;0;0.00406;0
48;Mujer;Soltero;Grado;Funcionario;Sector Publico;2;Cedida;Si;31153.7;Personal;Reforma_Hogar;54408.79;37;0.0725;0.0;0.6338;2;0;0.004402;0
47;Mujer;Casado;Grado;Desempleado;Ventas;1;Propia_Hipoteca;Si;5245.62;Consumo;Viajes;3471.67;6;0.0904;0.0;0.95;4;2;0.676513;1
43;Hombre;Casado;Formacion Profesional;Temporal;Ventas;2;Propia_Hipoteca;Si;18773.66;Hipotecario;Compra_Vivienda;80000.0;277;0.0141;0.9087;0.2164;4;0;0.005224;0
54;Mujer;Casado;Secundaria;Indefinido;Otros;2;Alquiler;No;29361.93;Auto;Compra_Vehiculo;32342.67;63;0.0724;0.0;0.2529;6;0;0.001825;0
55;Hombre;Casado;Grado;Indefinido;Otros;3;Cedida;No;12125.89;Auto;Compra_Vehiculo;5100.59;43;0.0739;0.0;0.134;2;0;0.002161;0
50;Mujer;Casado;Grado;Inactivo;Hosteleria;2;Alquiler;No;14030.0;Consumo;Viajes;10993.28;7;0.094;0.0;0.95;4;0;0.012331;0
63;Hombre;Casado;Bachillerato;Indefinido;Tecnologia;1;Alquiler;No;30022.97;Auto;Compra_Vehiculo;15899.53;44;0.0702;0.0;0.1642;3;0;0.002286;0
37;Hombre;Casado;Bachillerato;Indefinido;Tecnologia;1;Alquiler;No;14752.83;Consumo;Electrodomesticos;10494.34;9;0.0714;0.0;0.95;5;0;0.008641;0
38;Mujer;Divorciado;Formacion Profesional;Autonomo;Ventas;1;Propia_Hipoteca;Si;6557.79;Consumo;Otros;4136.45;22;0.0918;0.0;0.3751;1;0;0.003099;0
45;Mujer;Viudo;Posgrado;Indefinido;Sector Publico;0;Alquiler;No;33678.5;Personal;Consolidacion_Deuda;59499.67;45;0.1457;0.0;0.6142;3;0;0.0088;0
39;Hombre;Casado;Posgrado;Funcionario;Educacion;2;Alquiler;Si;23896.94;Personal;Educacion;28811.0;46;0.0961;0.0;0.3772;2;0;0.000638;0
37;Mujer;Casado;Posgrado;Funcionario;Educacion;0;Alquiler;No;44022.37;Personal;Reforma_Hogar;15579.24;37;0.0674;0.0;0.1274;5;0;0.000643;0
24;Mujer;Soltero;Grado;Desempleado;Ventas;0;Cedida;No;11.87;Consumo;Electrodomesticos;500.0;14;0.0639;0.0;0.95;1;2;0.770623;1
51;Mujer;Casado;Formacion Profesional;Indefinido;Hosteleria;2;Alquiler;No;19917.94;Personal;Consolidacion_Deuda;24569.17;12;0.0807;0.0;0.95;5;2;0.089793;1
40;Hombre;Casado;Formacion Profesional;Indefinido;Ventas;3;Alquiler;No;11931.85;Personal;Viajes;11282.61;49;0.0811;0.0;0.2728;2;0;0.002601;0
41;Mujer;Soltero;Grado;Temporal;Hosteleria;3;Propia_Hipoteca;Si;9901.37;Consumo;Otros;3977.83;10;0.0837;0.0;0.5008;1;0;0.010214;0
29;Otro;Soltero;Bachillerato;Temporal;Sector Publico;0;Alquiler;No;38854.68;Consumo;Viajes;23445.44;10;0.1137;0.0;0.7624;1;0;0.023174;0
37;Hombre;Casado;Bachillerato;Indefinido;Otros;2;Propia_Hipoteca;Si;19814.54;Personal;Educacion;37643.23;45;0.1308;0.0;0.6437;4;0;0.012913;0
44;Mujer;Divorciado;Formacion Profesional;Indefinido;Ventas;2;Propia_Pagada;No;58093.76;Hipotecario;Compra_Vivienda;259359.22;272;0.0191;0.3445;0.2428;3;0;0.001339;0
27;Mujer;Casado;Primaria;Indefinido;Agropecuario;2;Cedida;No;9083.69;Consumo;Tecnologia;1067.17;14;0.1289;0.0;0.109;1;0;0.002429;0
39;Mujer;Soltero;Primaria;Indefinido;Construccion;0;Propia_Hipoteca;Si;8039.85;Personal;Reforma_Hogar;5585.46;14;0.0882;0.0;0.6288;1;2;0.051999;0
36;Hombre;Viudo;Posgrado;Indefinido;Hosteleria;0;Propia_Pagada;No;25451.72;Consumo;Electrodomesticos;18132.87;18;0.0618;0.0;0.4985;3;0;0.003341;0
40;Hombre;Divorciado;Grado;Funcionario;Sector Publico;0;Propia_Pagada;No;26963.55;Hipotecario;Compra_Vivienda;142574.34;231;0.0346;0.7582;0.3768;1;0;0.000892;0
39;Mujer;Divorciado;Grado;Autonomo;Salud;0;Propia_Hipoteca;Si;281165.15;Consumo;Tecnologia;30000.0;24;0.0878;0.0;0.0584;1;0;0.000629;0
25;Hombre;Soltero;Formacion Profesional;Temporal;Salud;1;Alquiler;No;12016.01;Personal;Viajes;13847.66;12;0.0991;0.0;0.95;1;3;0.468943;1
52;Hombre;Casado;Grado;Funcionario;Sector Publico;0;Alquiler;No;33607.88;Hipotecario;Reforma_Vivienda;178522.27;285;0.0321;1.1311;0.3201;0;0;0.001384;0
18;Hombre;Soltero;Primaria;Desempleado;Tecnologia;0;Alquiler;Si;6875.86;Consumo;Viajes;965.71;24;0.1094;0.0;0.0785;2;1;0.294579;1
44;Mujer;Casado;Primaria;Indefinido;Hosteleria;2;Propia_Hipoteca;Si;2486.58;Consumo;Otros;996.91;18;0.1356;0.0;0.2969;4;0;0.001682;0
54;Mujer;Casado;Bachillerato;Temporal;Salud;1;Propia_Pagada;No;29818.97;Consumo;Otros;3283.65;7;0.0823;0.0;0.194;3;0;0.003927;0
40;Hombre;Divorciado;Primaria;Desempleado;Tecnologia;1;Cedida;No;3865.23;Consumo;Otros;500.0;22;0.1179;0.0;0.0788;1;0;0.041262;0
25;Mujer;Soltero;Formacion Profesional;Indefinido;Hosteleria;1;Alquiler;No;14898.39;Consumo;Otros;10552.08;23;0.0873;0.0;0.4026;1;0;0.002753;0
51;Mujer;Casado;Formacion Profesional;Indefinido;Ventas;2;Propia_Hipoteca;Si;49767.34;Personal;Consolidacion_Deuda;10753.06;22;0.1162;0.0;0.1314;3;0;0.000981;0
22;Hombre;Soltero;Formacion Profesional;Desempleado;Construccion;0;Cedida;No;3863.27;Consumo;Otros;3033.5;19;0.0947;0.0;0.536;1;0;0.126843;1
37;Hombre;Casado;Grado;Indefinido;Otros;2;Propia_Hipoteca;Si;28860.76;Consumo;Electrodomesticos;5382.62;24;0.0835;0.0;0.1016;2;0;0.002386;0
55;Hombre;Casado;Formacion Profesional;Temporal;Ventas;0;Propia_Hipoteca;Si;43880.3;Hipotecario;Reforma_Vivienda;210024.34;277;0.0301;0.3752;0.2879;7;0;0.004426;0
40;Hombre;Soltero;Formacion Profesional;Temporal;Agropecuario;3;Propia_Hipoteca;Si;21796.03;Auto;Compra_Vehiculo;21863.27;82;0.0588;0.0;0.1786;1;0;0.008226;0
42;Mujer;Casado;Grado;Indefinido;Salud;3;Propia_Pagada;No;17754.27;Hipotecario;Reforma_Vivienda;80000.0;329;0.0156;0.4534;0.2021;2;0;0.003049;0
56;Otro;Casado;Primaria;Autonomo;Tecnologia;2;Cedida;No;13291.26;Personal;Consolidacion_Deuda;11560.02;56;0.1168;0.0;0.2426;2;0;0.002718;0
23;Mujer;Soltero;Bachillerato;Desempleado;Educacion;1;Propia_Hipoteca;Si;2722.62;Consumo;Electrodomesticos;1691.7;16;0.1222;0.0;0.5074;0;0;0.135867;1
42;Mujer;Casado;Posgrado;Indefinido;Salud;1;Cedida;No;68618.12;Consumo;Otros;19861.73;21;0.1243;0.0;0.1849;2;0;0.000854;0
42;Hombre;Viudo;Grado;Funcionario;Sector Publico;1;Propia_Hipoteca;Si;50861.36;Personal;Viajes;49096.73;19;0.1442;0.0;0.6855;4;0;0.001813;0
32;Mujer;Soltero;Bachillerato;Autonomo;Educacion;1;Propia_Hipoteca;Si;14104.02;Personal;Viajes;20073.62;36;0.1023;0.0;0.5529;1;0;0.00286;0
34;Hombre;Casado;Bachillerato;Autonomo;Ventas;2;Propia_Hipoteca;Si;129696.11;Personal;Salud;80000.0;35;0.1468;0.0;0.2613;0;0;0.001111;0
54;Hombre;Casado;Primaria;Temporal;Sector Publico;1;Alquiler;No;8229.49;Personal;Salud;8921.22;48;0.0965;0.0;0.3278;5;1;0.052846;0
19;Mujer;Soltero;Formacion Profesional;Temporal;Hosteleria;0;Alquiler;No;21061.55;Personal;Viajes;27705.33;23;0.0639;0.0;0.731;0;1;0.174793;1
39;Mujer;Divorciado;Posgrado;Autonomo;Construccion;0;Alquiler;No;97853.14;Consumo;Viajes;30000.0;16;0.0922;0.0;0.2452;5;0;0.000938;0
33;Mujer;Casado;Formacion Profesional;Desempleado;Hosteleria;2;Propia_Hipoteca;Si;6595.94;Consumo;Tecnologia;4499.88;21;0.072;0.0;0.4161;2;1;0.463525;1
44;Mujer;Divorciado;Grado;Indefinido;Sector Publico;1;Alquiler;No;68633.23;Consumo;Tecnologia;25279.49;11;0.0878;0.0;0.4197;5;0;0.001686;0
35;Hombre;Casado;Bachillerato;Indefinido;Sector Publico;1;Propia_Hipoteca;Si;19586.53;Auto;Compra_Vehiculo;14542.87;58;0.0481;0.0;0.1725;1;1;0.012226;0
44;Hombre;Casado;Primaria;Temporal;Educacion;5;Propia_Pagada;No;13138.93;Auto;Compra_Vehiculo;10759.15;44;0.0765;0.0;0.2568;3;0;0.003852;0
41;Hombre;Divorciado;Formacion Profesional;Desempleado;Ventas;1;Alquiler;No;4536.38;Consumo;Tecnologia;1610.77;20;0.0738;0.0;0.2271;5;0;0.040514;0
42;Hombre;Casado;Sin Estudios;Indefinido;Ventas;1;Cedida;Si;14090.76;Personal;Otros;21683.76;28;0.1344;0.0;0.772;1;0;0.011325;0
40;Hombre;Casado;Formacion Profesional;Indefinido;Sector Publico;1;Cedida;No;23665.77;Consumo;Electrodomesticos;18811.16;9;0.074;0.0;0.95;1;0;0.007845;0
43;Mujer;Casado;Sin Estudios;Indefinido;Otros;3;Alquiler;No;14181.15;Consumo;Otros;10096.72;13;0.137;0.0;0.7109;1;0;0.005787;0
44;Hombre;Casado;Formacion Profesional;Temporal;Otros;2;Propia_Pagada;No;67640.76;Auto;Compra_Vehiculo;24863.63;45;0.0796;0.0;0.1137;3;0;0.001925;0
42;Hombre;Casado;Posgrado;Indefinido;Educacion;1;Propia_Pagada;No;45000.86;Auto;Compra_Vehiculo;55738.43;79;0.0409;0.0;0.2149;5;0;0.001689;0
39;Mujer;Divorciado;Formacion Profesional;Indefinido;Salud;0;Alquiler;No;27402.19;Consumo;Tecnologia;9315.36;10;0.1292;0.0;0.4325;1;1;0.020161;0
54;Hombre;Casado;Grado;Indefinido;Agropecuario;0;Propia_Hipoteca;Si;21675.33;Consumo;Otros;9638.04;11;0.104;0.0;0.5107;8;1;0.017537;0
30;Mujer;Casado;Grado;Funcionario;Sector Publico;1;Propia_Hipoteca;Si;68877.01;Personal;Salud;80000.0;44;0.0866;0.0;0.3709;3;0;0.000559;0
67;Hombre;Casado;Secundaria;Inactivo;Otros;0;Propia_Hipoteca;Si;28120.53;Consumo;Otros;10167.17;24;0.0613;0.0;0.1925;3;0;0.002173;0
31;Hombre;Casado;Formacion Profesional;Temporal;Salud;2;Propia_Hipoteca;Si;12861.98;Auto;Compra_Vehiculo;5000.0;70;0.0406;0.0;0.075;1;0;0.005531;0
36;Hombre;Casado;Grado;Indefinido;Otros;2;Propia_Pagada;No;50730.67;Personal;Salud;55627.79;24;0.0982;0.0;0.6061;2;0;0.005889;0
20;Hombre;Soltero;Formacion Profesional;Temporal;Agropecuario;0;Alquiler;No;19597.32;Auto;Compra_Vehiculo;13835.98;42;0.0646;0.0;0.2259;2;0;0.005685;0
38;Mujer;Divorciado;Grado;Indefinido;Construccion;1;Cedida;No;27030.74;Personal;Viajes;32346.26;59;0.0725;0.0;0.2901;4;0;0.002009;0
52;Hombre;Casado;Grado;Temporal;Salud;0;Propia_Hipoteca;Si;19525.13;Personal;Reforma_Hogar;5415.84;51;0.1133;0.0;0.0825;7;0;0.006599;0
30;Mujer;Casado;Bachillerato;Funcionario;Salud;0;Propia_Pagada;No;23834.27;Consumo;Electrodomesticos;5741.03;13;0.1433;0.0;0.2414;2;0;0.000874;0
58;Mujer;Casado;Posgrado;Indefinido;Tecnologia;1;Propia_Pagada;No;36837.32;Auto;Compra_Vehiculo;20728.19;43;0.0692;0.0;0.1778;4;0;0.001407;0
39;Hombre;Casado;Formacion Profesional;Temporal;Salud;0;Propia_Hipoteca;Si;30224.62;Hipotecario;Reforma_Vivienda;166167.69;269;0.0122;0.6145;0.2806;2;0;0.004112;0
25;Hombre;Soltero;Secundaria;Indefinido;Ventas;0;Propia_Hipoteca;Si;7917.02;Personal;Salud;2185.27;57;0.068;0.0;0.0682;2;1;0.016688;0
31;Mujer;Divorciado;Grado;Indefinido;Tecnologia;1;Alquiler;No;110843.56;Hipotecario;Reforma_Vivienda;496295.69;227;0.0127;0.893;0.2664;0;0;0.000856;0
47;Hombre;Casado;Formacion Profesional;Indefinido;Tecnologia;2;Propia_Hipoteca;Si;33788.42;Personal;Viajes;65197.84;49;0.0919;0.0;0.5686;2;0;0.004123;0
35;Hombre;Casado;Grado;Indefinido;Ventas;0;Cedida;No;14745.2;Personal;Viajes;11161.54;46;0.0838;0.0;0.2316;0;0;0.001749;0
61;Mujer;Casado;Bachillerato;Inactivo;Educacion;3;Propia_Hipoteca;Si;24871.9;Personal;Educacion;32539.14;30;0.0781;0.0;0.5777;0;0;0.006597;0
33;Hombre;Soltero;Formacion Profesional;Desempleado;Construccion;0;Cedida;No;7804.94;Consumo;Tecnologia;5000.0;17;0.1253;0.0;0.4959;0;0;0.080451;1
40;Hombre;Soltero;Secundaria;Temporal;Ventas;0;Propia_Pagada;No;65661.57;Auto;Compra_Vehiculo;58901.67;60;0.0444;0.0;0.2004;1;0;0.003205;0
34;Hombre;Viudo;Secundaria;Temporal;Salud;2;Propia_Pagada;No;11033.96;Personal;Viajes;15002.63;26;0.107;0.0;0.7059;0;0;0.012376;0
53;Mujer;Divorciado;Secundaria;Indefinido;Salud;0;Propia_Hipoteca;Si;26986.63;Personal;Consolidacion_Deuda;24305.49;51;0.1149;0.0;0.2688;3;0;0.001385;0
24;Hombre;Soltero;Secundaria;Temporal;Hosteleria;1;Propia_Pagada;No;3719.03;Auto;Compra_Vehiculo;5207.92;48;0.0591;0.0;0.394;0;0;0.004685;0
18;Hombre;Soltero;Formacion Profesional;Temporal;Ventas;0;Alquiler;No;17112.69;Consumo;Electrodomesticos;6925.27;7;0.0978;0.0;0.7166;0;0;0.0308;0
35;Mujer;Casado;Primaria;Indefinido;Salud;0;Alquiler;No;11601.97;Consumo;Viajes;4344.58;16;0.0926;0.0;0.2996;1;0;0.002187;0
39;Hombre;Casado;Formacion Profesional;Indefinido;Hosteleria;1;Alquiler;No;33471.35;Consumo;Otros;17677.12;7;0.0847;0.0;0.9311;2;0;0.0074;0
21;Hombre;Casado;Bachillerato;Indefinido;Otros;2;Alquiler;No;26619.36;Auto;Compra_Vehiculo;38290.37;72;0.0662;0.0;0.2911;1;3;0.053757;0
47;Mujer;Casado;Grado;Funcionario;Salud;2;Propia_Hipoteca;Si;39609.02;Auto;Compra_Vehiculo;13336.29;54;0.0713;0.0;0.0877;2;0;0.000511;0
50;Hombre;Divorciado;Secundaria;Indefinido;Construccion;1;Alquiler;No;17970.6;Hipotecario;Compra_Vivienda;82350.88;189;0.0228;0.7348;0.3466;3;0;0.001646;0
37;Hombre;Soltero;Formacion Profesional;Indefinido;Tecnologia;4;Alquiler;No;20241.71;Auto;Compra_Vehiculo;13246.59;57;0.0516;0.0;0.1556;3;0;0.002252;0
33;Hombre;Casado;Grado;Indefinido;Otros;1;Propia_Pagada;No;21947.22;Consumo;Tecnologia;12754.44;12;0.1385;0.0;0.6257;3;4;0.146384;1
59;Mujer;Casado;Bachillerato;Autonomo;Otros;0;Propia_Pagada;No;37179.47;Auto;Compra_Vehiculo;21675.97;67;0.0449;0.0;0.1182;8;0;0.003752;0
28;Hombre;Soltero;Bachillerato;Autonomo;Ventas;0;Propia_Hipoteca;Si;20542.45;Personal;Viajes;20478.34;24;0.0956;0.0;0.5496;1;0;0.009979;0
48;Mujer;Soltero;Grado;Autonomo;Construccion;1;Propia_Pagada;No;7779.9;Consumo;Tecnologia;2867.25;13;0.0731;0.0;0.3549;6;0;0.003182;0
36;Hombre;Casado;Secundaria;Temporal;Tecnologia;2;Propia_Hipoteca;Si;58981.18;Hipotecario;Compra_Vivienda;258190.78;244;0.0167;0.8119;0.2539;1;3;0.064565;1
44;Mujer;Casado;Posgrado;Indefinido;Agropecuario;4;Propia_Hipoteca;Si;79685.3;Hipotecario;Reforma_Vivienda;282717.46;260;0.0115;0.9742;0.185;4;0;0.001559;0
51;Mujer;Soltero;Grado;Autonomo;Otros;1;Alquiler;No;114807.88;Personal;Consolidacion_Deuda;63232.34;35;0.1339;0.0;0.2291;4;0;0.00104;0
45;Hombre;Soltero;Formacion Profesional;Desempleado;Educacion;1;Alquiler;No;1388.56;Consumo;Tecnologia;731.87;21;0.1198;0.0;0.3354;4;0;0.100649;1
20;Mujer;Soltero;Sin Estudios;Desempleado;Salud;0;Alquiler;No;6419.99;Consumo;Viajes;3765.55;17;0.1028;0.0;0.4467;0;0;0.14381;1
52;Mujer;Casado;Primaria;Indefinido;Ventas;1;Alquiler;Si;6969.91;Consumo;Viajes;826.29;22;0.0926;0.0;0.0706;7;0;0.001358;0
18;Mujer;Soltero;Formacion Profesional;Temporal;Sector Publico;0;Propia_Hipoteca;Si;11916.52;Personal;Otros;13093.43;42;0.1079;0.0;0.3783;0;0;0.004743;0
49;Mujer;Viudo;Grado;Autonomo;Salud;0;Alquiler;No;6961.05;Personal;Viajes;11542.18;39;0.13;0.0;0.6282;3;0;0.011172;0
47;Hombre;Casado;Secundaria;Indefinido;Construccion;4;Propia_Pagada;No;19350.83;Hipotecario;Compra_Vivienda;97720.0;187;0.012;0.3799;0.3554;6;0;0.00149;0
38;Hombre;Casado;Secundaria;Autonomo;Tecnologia;1;Propia_Hipoteca;Si;54603.54;Auto;Compra_Vehiculo;60000.0;46;0.0448;0.0;0.3125;2;0;0.001481;0
47;Mujer;Casado;Grado;Funcionario;Sector Publico;0;Propia_Pagada;No;57468.58;Hipotecario;Reforma_Vivienda;328211.97;181;0.0398;0.7414;0.5042;3;2;0.008156;0
28;Mujer;Soltero;Formacion Profesional;Indefinido;Ventas;0;Alquiler;No;44261.16;Hipotecario;Reforma_Vivienda;253090.23;307;0.021;1.1381;0.2891;2;0;0.002938;0
25;Mujer;Soltero;Grado;Funcionario;Educacion;0;Propia_Hipoteca;Si;9053.41;Personal;Salud;17208.39;34;0.0607;0.0;0.7319;1;0;0.003736;0
48;Mujer;Casado;Formacion Profesional;Indefinido;Ventas;3;Propia_Hipoteca;Si;16337.83;Consumo;Otros;10900.17;19;0.1033;0.0;0.4586;2;0;0.005107;0
37;Mujer;Casado;Grado;Indefinido;Salud;1;Alquiler;No;46803.63;Personal;Salud;65664.78;44;0.1431;0.0;0.494;0;0;0.002815;0
59;Mujer;Divorciado;Secundaria;Temporal;Sector Publico;0;Propia_Hipoteca;Si;32072.01;Personal;Educacion;10036.95;54;0.1112;0.0;0.0887;2;0;0.004387;0
37;Mujer;Casado;Posgrado;Funcionario;Salud;2;Propia_Hipoteca;Si;37235.97;Hipotecario;Compra_Vivienda;199907.69;286;0.0201;1.0486;0.2837;0;0;0.001332;0
29;Mujer;Casado;Grado;Funcionario;Salud;1;Cedida;No;64757.18;Personal;Salud;28740.75;56;0.0787;0.0;0.1139;1;0;0.000708;0
73;Hombre;Viudo;Grado;Temporal;Agropecuario;0;Propia_Pagada;No;29104.47;Consumo;Viajes;19187.17;23;0.1239;0.0;0.3882;6;0;0.004629;0
